"local","salary","department","tools","else_need","url"
"台北市松山區","月薪35,000~70,000元"," 一般商業學類、資訊管理相關 ","Oracle Forms、ASP.NET、Delphi、Developer/ Designer 2000、Visual Studio .net、MS SQL、Oracle、PL/SQL贊助提升專業能力"," 一、MSSQL, ORALCE : 熟SQL 指令.
         Visual studio ,Delphi,  D2K 相關開發工具
二、使用者遍佈亞太,中東,與澳洲等地需大量使用英語溝通,歡迎俱(儲)備國際移動能力之優秀人才加入. ","https://www.104.com.tw/job/5ofza?jobsource=jolist_a_relevance"
"台北市松山區","月薪40,000~60,000元"," 不拘 "," 不拘 ","     1. 熟悉TCP/IP Protocol 及網路架構。
    2. 熟Linux、Windows系統操作。
    3. 具備系統及資安領域證照為佳，如CCNA 、RHCE、ISO 27001 LA、Security + 、CEH….等。

優先面試經濟部工業局DIGI<U+207A> Talent計畫之結訓研習生(IOT) ","https://www.104.com.tw/job/6iubm?jobsource=jolist_a_relevance"
"台中市西屯區","月薪38,000元"," 不拘 "," 不拘 "," 具備條件: 
1.電腦基本文書處理
2.EXCEL操作 (熟函數應用佳)
3.邏輯能力佳
 ","https://www.104.com.tw/job/79k3i?jobsource=jolist_a_relevance"
"台南市永康區","月薪38,000~70,000元"," 統計學相關、其他數學及電算機科學相關 "," 不拘 "," 1. 個性主動積極，主動學習者。
2. 具團隊合作精神。
3. 能獨立處理及解決問題。
4. 熟悉資料庫及大數據架構與經驗尤佳。 ","https://www.104.com.tw/job/6m2ce?jobsource=jolist_a_relevance"
"台北市中山區","月薪32,000~40,000元"," 不拘 ","VBA、MS SQL、Excel贊助提升專業能力"," 4 ","https://www.104.com.tw/job/51mwy?jobsource=jolist_a_relevance"
"台北市大安區","月薪30,000~70,000元"," 資訊管理相關、資訊工程相關、數理統計相關 "," 不拘 "," 1.精通統計理論及機器學習相關知識 
2.熟悉Python或R之數據分析機器學習相關套件 
3.熟悉SQL或noSQL資料庫語法及工具 
4.良好的溝通能力，能解釋複雜分析方法給予其他領域的專家了解 
5.熟悉電腦視覺演算法(object detection、segmentation、classification)及數位影像處理
6.熟悉OpenCV、tensorflow、pytorch等常用套件

- 具以下相關經驗者佳: 
1. 資料分析專案執行規劃 
2. 參與Kaggle或datathon 
3. Computer vision、Text mining等實作經驗
4. Restful API 開發經驗
5.具前端開發經驗者佳 ","https://www.104.com.tw/job/4fwzp?jobsource=jolist_a_relevance"
"台北市松山區","月薪25,000~30,000元"," 資訊管理相關、資訊工程相關、其他數學及電算機科學相關 ","Excel、Outlook、PowerPoint、Word、中文打字20~50、英文打字20~50贊助提升專業能力"," 普通重型機車 ","https://www.104.com.tw/job/762mn?jobsource=jolist_a_relevance"
"新北市中和區","月薪27,000~40,000元"," 統計學相關、資訊管理相關 "," 不拘 "," 未填寫 ","https://www.104.com.tw/job/76702?jobsource=jolist_a_relevance"
"台中市南區","月薪32,000~65,000元"," 資訊管理相關、資訊工程相關 "," 不拘 "," 1.大學以上畢業，曾修習資訊相關課程者。
2.熟悉COBOL、VBA、VB、ASP.NET、VB.NET、C/C++、C#.NET、JSP、AJAX、JAVA、T-SQL、SQL、資料庫應用、大數據應用者佳(R語言、Python)。 
3.具相關資訊證照者佳。
4.具金融相關工作經驗者，依薪資證明、相關證照等條件，彈性敘薪進用。 ","https://www.104.com.tw/job/6cwzu?jobsource=jolist_a_relevance"
"台北市信義區","月薪45,000~80,000元"," 資訊工程相關、其他數學及電算機科學相關、電機電子工程相關 ","Linux贊助提升專業能力"," TOEIC (多益測驗)、CCNA ","https://www.104.com.tw/job/72ks3?jobsource=jolist_a_relevance"
"台中市梧棲區","月薪36,000~65,000元"," 資訊工程相關、其他數學及電算機科學相關 ","ASP.NET、C#、Visual Studio .net、MS SQL、HTML贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/715zm?jobsource=jolist_a_relevance"
"新北市中和區","月薪36,000~65,000元"," 資訊工程相關、其他數學及電算機科學相關、資訊管理相關 ","ASP.NET、C#、Visual Studio .net、MS SQL、HTML、JavaScript、jQuery贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/75obg?jobsource=jolist_a_relevance"
"台中市南區","月薪36,000~60,000元"," 資訊管理相關、資訊工程相關、統計學相關 ","C#、Python、R、MS SQL、JavaScript、Power BI<U+200B>贊助提升專業能力"," 1.	對電商網站運作熟悉，GA、GTM、網站埋code (JS) 有實際經驗者
2.	具Python開發能力、數位軌跡運用、推薦模型等開發或整合經驗佳 
3.	對於ESB、API Service等架構熟悉者尤佳，有架構與開發者優先考慮
4.	對於微服務Kubernetes與容器化、Open source等有相當的了解與學習
5.	邏輯思維佳、對數據具高度敏感性，主動積極，求知慾望強 ","https://www.104.com.tw/job/6sqki?jobsource=jolist_a_relevance"
"台北市大安區","月薪42,000元以上"," 資訊管理相關、資訊工程相關、電機電子工程相關 ","Linux、UNIX、Git、Python、Excel、PowerPoint、Word贊助提升專業能力"," 此為校園徵才專區職缺，將於收到履歷後，轉推薦需求主管後安排面試。
若符合以下條件尤佳：
1.熟悉Python
2.熟悉Tensorflow / Keras
3.具CNN / RNN / Reinforcement Learning / GAN相關研究實作經驗
4.具Git / Docker經驗尤佳
5.具穿戴 / IoT裝置（例如智慧手環 / 影像串流）資料分析經驗尤佳
6.熟悉Unix / Linux環境
7.能獨立作業，並與團隊協作
8.需熟悉Excel、PowerPoint、Word操作 ","https://www.104.com.tw/job/7786r?jobsource=jolist_a_relevance"
"台北市南港區","月薪26,000~50,000元"," 不拘 "," 不拘 "," 1.	有使用Python進行資料處理的經驗
2.	有使用SQL及數據庫操作的經驗
3.	有意參與大數據分析專案、藉此熟悉Splunk及GCP BigQuery雲端技術
4.	有基本的英語能力以及良好的溝通能力以及注重團隊合作。 ","https://www.104.com.tw/job/6gwvp?jobsource=jolist_a_relevance"
"新北市樹林區","月薪38,000~45,000元"," 資訊管理相關 ","Excel、Outlook、PowerPoint、Word贊助提升專業能力"," 普通小型車 ","https://www.104.com.tw/job/74lna?jobsource=jolist_a_relevance"
"新竹市","月薪40,000~55,000元"," 不拘 ","Linux、ASP.NET、Java、Python、ETL、MS SQL贊助提升專業能力"," ‧	有實際從事軟體開發MIS或資料倉儲ETL開發等工作2年及以上經驗 
‧	熟悉Java, Python, .Net等任一門流行開發語言。
‧	曾修習SQL相關課程或有實際應用經驗。
‧	具有Linux OS運維經驗者 加分。
‧	對大數據ETL有興趣者。
‧	對於 NiFi開發不需熟稔，公司會提供相關訓練及教材。 ","https://www.104.com.tw/job/752r1?jobsource=jolist_a_relevance"
"台北市內湖區","月薪40,000~70,000元"," 資訊工程相關 ","Linux、Python、Django贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/75ai8?jobsource=jolist_a_relevance"
"台北市萬華區","月薪28,000~60,000元"," 數學及電算機科學學科類、資訊管理相關、電機電子工程相關 ","ETL、MS SQL、MySQL贊助提升專業能力"," (1)熟悉任2種以上作業系統安裝與建置
(2)熟悉任2種以上資料庫管理系統之SQL語法指令
(3)願意主動學習、接受公司培訓
(4)具備團隊合作精神、良好的溝通能力與抗壓性
(5)具備商業智慧(BI)軟體使用經驗尤佳
(6)具備ETL軟體使用經驗尤佳
(7)具備商業智慧或資料倉儲相關專案建置與導入相關經驗尤佳 ","https://www.104.com.tw/job/6i060?jobsource=jolist_a_relevance"
"台中市北區","月薪40,000元以上"," 資訊工程相關 ","Python、R、ANSI SQL、MS SQL、MySQL、PL/SQL、PostgreSQL、Tableau、Google Analytics、Google Data Studio、Firebase、SAS、SPSS贊助提升專業能力"," 1.熟悉Python、Ｒ、SAS、SPSS等任一分析工具者
2.熟悉Tableau、SQL、資料庫工具等使用經驗者
3.有Data Mining、Machine Learning、Predictive Model經驗者尤佳

★面試者請準備一份分析報告或相關經驗簡介　
(主題不拘，可附加檔案上傳，作為加分項目) ","https://www.104.com.tw/job/6vpzg?jobsource=jolist_a_relevance"
"台北市中正區","月薪85,000~200,000元"," 不拘 ","Linux、Windows 2003、Windows 7、Windows Server 2008、Windows Server 2012、Vmware、Excel、PowerPoint、Word贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/7465z?jobsource=jolist_a_relevance"
"台北市松山區","月薪50,000~70,000元"," 資訊工程相關、資訊管理相關、會計學相關 "," 不拘 "," 學歷科系要求：
1.大學以上資訊工程、數理統計、數學及電算機科學學科類相關科系。
2.大學以上理工、商管相關學科類，符合下列二者之一
    2-1.需曾參加資策會、院校學程、相關資訊教學機構之程式開發課程, 達12個月(兩學期)以上尤佳(附結業證書及作業專題成果)。
    2-2.有金融相關工作經驗,應用軟體開發3年以上
3.至少需正式研習過一種「資料結構」、「演算法」、「作業研究」等相關課程。
擅長工具：
1.AS400作業環境操作及撰寫語言 COBOL 
2.熟悉 Rdb 之ANSI/ISO 之各項SQL 指令
3.熟悉 Excel、PPT等資料分析與簡報作業工具
工作技能：
各項國內(外)債券、證券業務處理、有價證券之借貸及款項、有價證券之融資╱融券、有價證券買賣交割之帳簿劃撥與金流資料處理。
其他條件：
1.證券交易系統/債券交易系統 開發3年以上, 熟AS400系統為佳. 
2.熟悉跨平台資料交換作業，主機連線組人員須有TCP Socket應用程式經驗尤佳 ","https://www.104.com.tw/job/4o08m?jobsource=jolist_a_relevance"
